time,l speed,r speed,l error,l effort,r error,r effort
1633,94.76901,101.0869,5.230988,0.2108203,-1.086945,0.2077245
1684,101.0869,94.76901,-1.086945,0.203948,5.230988,0.2167102
1735,101.0869,107.4049,-1.086945,0.2033937,-7.404877,0.2002979
1786,107.4049,101.0869,-7.404877,0.1932992,-1.086945,0.2060615
1837,101.0869,107.4049,-1.086945,0.1990628,-7.404877,0.1959671
1888,101.0869,101.0869,-1.086945,0.1985085,-1.086945,0.2017306
1939,101.0869,101.0869,-1.086945,0.1979542,-1.086945,0.2011763
1990,94.76901,94.76901,5.230988,0.2069399,5.230988,0.2101621
2041,94.76901,101.0869,5.230988,0.2096077,-1.086945,0.2032898
2092,94.76901,94.76901,5.230988,0.2122756,5.230988,0.2122755
2143,94.76901,94.76901,5.230988,0.2149434,5.230988,0.2149433
2194,101.0869,101.0869,-1.086945,0.2080711,-1.086945,0.2080711
2245,94.76901,94.76901,5.230988,0.2170568,5.230988,0.2170568
2296,94.76901,94.76901,5.230988,0.2197246,5.230988,0.2197246
2347,101.0869,101.0869,-1.086945,0.2128524,-1.086945,0.2128523
2398,94.76901,107.4049,5.230988,0.2218381,-7.404877,0.2027579
2449,101.0869,101.0869,-1.086945,0.2149658,-1.086945,0.2085215
2500,113.7228,107.4049,-13.72282,0.1953313,-7.404877,0.1984271
2551,107.4049,101.0869,-7.404877,0.1978728,-1.086945,0.2041907
2602,107.4049,101.0869,-7.404877,0.1940963,-1.086945,0.2036364
2653,94.76901,107.4049,5.230988,0.2094,-7.404877,0.1935419
2704,107.4049,101.0869,-7.404877,0.1929876,-1.086945,0.1993055
2755,101.0869,94.76901,-1.086945,0.1987512,5.230988,0.2082913
2806,101.0869,94.76901,-1.086945,0.1981969,5.230988,0.2109591
2857,101.0869,94.76901,-1.086945,0.1976425,5.230988,0.2136269
2908,94.76901,101.0869,5.230988,0.2066283,-1.086945,0.2067546
2959,94.76901,94.76901,5.230988,0.2092961,5.230988,0.2157404
3010,94.76901,101.0869,5.230988,0.2119639,-1.086945,0.2088681
3062,105.3394,99.14296,-5.339394,0.198617,0.8570404,0.2112577
3113,94.76901,101.0869,5.230988,0.2118552,-1.086945,0.2087594
3164,94.76901,107.4049,5.230988,0.214523,-7.404877,0.198665
3215,101.0869,101.0869,-1.086945,0.2076508,-1.086945,0.2044286
3266,101.0869,101.0869,-1.086945,0.2070964,-1.086945,0.2038743
3317,107.4049,107.4049,-7.404877,0.197002,-7.404877,0.1937798
3368,101.0869,101.0869,-1.086945,0.2027656,-1.086945,0.1995435
3419,101.0869,101.0869,-1.086945,0.2022113,-1.086945,0.1989891
3470,88.45108,94.76901,11.54892,0.2207371,5.230988,0.2079749
3521,101.0869,94.76901,-1.086945,0.2075469,5.230988,0.2106427
3572,94.76901,101.0869,5.230988,0.2165326,-1.086945,0.2037704
3623,101.0869,94.76901,-1.086945,0.2096604,5.230988,0.2127561
3674,94.76901,94.76901,5.230988,0.2186461,5.230988,0.215424
3725,94.76901,101.0869,5.230988,0.2213139,-1.086945,0.2085517
3776,101.0869,94.76901,-1.086945,0.2144416,5.230988,0.2175374
3827,101.0869,101.0869,-1.086945,0.2138873,-1.086945,0.2106652
3878,107.4049,107.4049,-7.404877,0.2037929,-7.404877,0.2005707
3929,107.4049,101.0869,-7.404877,0.2000164,-1.086945,0.2063343
3980,107.4049,101.0869,-7.404877,0.1962399,-1.086945,0.20578
4031,107.4049,107.4049,-7.404877,0.1924634,-7.404877,0.1956856
4082,101.0869,101.0869,-1.086945,0.198227,-1.086945,0.2014492
4133,94.76901,94.76901,5.230988,0.2072128,5.230988,0.2104349
4184,88.45108,94.76901,11.54892,0.2194206,5.230988,0.2131027
4235,101.0869,101.0869,-1.086945,0.2062304,-1.086945,0.2062304
4286,101.0869,94.76901,-1.086945,0.2056761,5.230988,0.2152162
4337,101.0869,94.76901,-1.086945,0.2051218,5.230988,0.217884
4388,107.4049,101.0869,-7.404877,0.1950274,-1.086945,0.2110117
4439,101.0869,101.0869,-1.086945,0.2007909,-1.086945,0.2104574
4490,101.0869,101.0869,-1.086945,0.2002366,-1.086945,0.2099031
4541,94.76901,101.0869,5.230988,0.2092224,-1.086945,0.2093487
4592,94.76901,107.4049,5.230988,0.2118902,-7.404877,0.1992543
4643,101.0869,107.4049,-1.086945,0.2050179,-7.404877,0.1954778
4694,94.76901,101.0869,5.230988,0.2140037,-1.086945,0.2012414
4745,94.76901,101.0869,5.230988,0.2166714,-1.086945,0.2006871
4796,94.76901,101.0869,5.230988,0.2193393,-1.086945,0.2001328
4847,101.0869,101.0869,-1.086945,0.212467,-1.086945,0.1995784
4898,101.0869,94.76901,-1.086945,0.2119127,5.230988,0.2085642
4949,101.0869,94.76901,-1.086945,0.2113583,5.230988,0.211232
5000,107.4049,94.76901,-7.404877,0.2012639,5.230988,0.2138998
5051,107.4049,101.0869,-7.404877,0.1974874,-1.086945,0.2070275
5102,101.0869,94.76901,-1.086945,0.203251,5.230988,0.2160133
5153,101.0869,101.0869,-1.086945,0.2026967,-1.086945,0.209141
5204,107.4049,101.0869,-7.404877,0.1926023,-1.086945,0.2085867
5255,94.76901,107.4049,5.230988,0.2079059,-7.404877,0.1984922
5306,94.76901,101.0869,5.230988,0.2105737,-1.086945,0.2042558
5357,94.76901,101.0869,5.230988,0.2132416,-1.086945,0.2037015
5408,101.0869,94.76901,-1.086945,0.2063693,5.230988,0.2126873
5459,101.0869,101.0869,-1.086945,0.2058149,-1.086945,0.205815
5510,94.76901,101.0869,5.230988,0.2148007,-1.086945,0.2052607
5561,94.76901,107.4049,5.230988,0.2174685,-7.404877,0.1951662
5612,94.76901,101.0869,5.230988,0.2201363,-1.086945,0.2009298
5663,101.0869,94.76901,-1.086945,0.213264,5.230988,0.2099156
5714,101.0869,94.76901,-1.086945,0.2127097,5.230988,0.2125834
5765,107.4049,94.76901,-7.404877,0.2026153,5.230988,0.2152512
5816,107.4049,101.0869,-7.404877,0.1988388,-1.086945,0.2083789
5867,101.0869,101.0869,-1.086945,0.2046024,-1.086945,0.2078246
5918,107.4049,94.76901,-7.404877,0.194508,5.230988,0.2168103
5969,101.0869,94.76901,-1.086945,0.2002716,5.230988,0.2194782
6020,101.0869,107.4049,-1.086945,0.1997172,-7.404877,0.2030658
6071,94.76901,101.0869,5.230988,0.208703,-1.086945,0.2088294
6122,94.76901,101.0869,5.230988,0.2113708,-1.086945,0.208275
6173,94.76901,107.4049,5.230988,0.2140386,-7.404877,0.1981806
6224,101.0869,101.0869,-1.086945,0.2071663,-1.086945,0.2039442
6275,94.76901,101.0869,5.230988,0.2161521,-1.086945,0.2033899
6326,101.0869,101.0869,-1.086945,0.2092798,-1.086945,0.2028355
6378,99.14296,105.3394,0.8570404,0.2116694,-5.339394,0.1958066
6429,94.76901,94.76901,5.230988,0.2187112,5.230988,0.2090448
6480,107.4049,101.0869,-7.404877,0.2022988,-1.086945,0.2021725
6531,101.0869,88.45108,-1.086945,0.2080624,11.54892,0.2206984
6582,107.4049,101.0869,-7.404877,0.197968,-1.086945,0.2075081
6633,101.0869,94.76901,-1.086945,0.2037316,5.230988,0.2164939
6684,101.0869,101.0869,-1.086945,0.2031773,-1.086945,0.2096216
6735,101.0869,94.76901,-1.086945,0.2026229,5.230988,0.2186074
6786,101.0869,101.0869,-1.086945,0.2020686,-1.086945,0.2117351
6837,107.4049,107.4049,-7.404877,0.1919742,-7.404877,0.2016407
6888,101.0869,101.0869,-1.086945,0.1977378,-1.086945,0.2074043
6939,94.76901,107.4049,5.230988,0.2067235,-7.404877,0.1973099
6990,94.76901,101.0869,5.230988,0.2093913,-1.086945,0.2030735
7041,101.0869,101.0869,-1.086945,0.2025191,-1.086945,0.2025191
7092,94.76901,94.76901,5.230988,0.2115048,5.230988,0.2115049
7143,94.76901,101.0869,5.230988,0.2141726,-1.086945,0.2046326
7194,101.0869,101.0869,-1.086945,0.2073004,-1.086945,0.2040782
7245,94.76901,101.0869,5.230988,0.2162861,-1.086945,0.2035239
7296,101.0869,107.4049,-1.086945,0.2094138,-7.404877,0.1934295
7347,94.76901,94.76901,5.230988,0.2183996,5.230988,0.2087332
7398,107.4049,101.0869,-7.404877,0.2019872,-1.086945,0.2018609
7449,101.0869,94.76901,-1.086945,0.2077508,5.230988,0.2108467
7500,101.0869,94.76901,-1.086945,0.2071965,5.230988,0.2135145
7551,101.0869,101.0869,-1.086945,0.2066421,-1.086945,0.2066422
7602,107.4049,94.76901,-7.404877,0.1965477,5.230988,0.2156279
7653,101.0869,94.76901,-1.086945,0.2023113,5.230988,0.2182958
7704,94.76901,94.76901,5.230988,0.2112971,5.230988,0.2209636
7755,94.76901,101.0869,5.230988,0.2139649,-1.086945,0.2140913
7806,94.76901,101.0869,5.230988,0.2166327,-1.086945,0.213537
7857,101.0869,107.4049,-1.086945,0.2097604,-7.404877,0.2034425
7908,94.76901,101.0869,5.230988,0.2187462,-1.086945,0.2092061
7959,101.0869,107.4049,-1.086945,0.2118739,-7.404877,0.1991117
8010,94.76901,101.0869,5.230988,0.2208596,-1.086945,0.2048753
8061,94.76901,101.0869,5.230988,0.2235275,-1.086945,0.204321
8112,101.0869,101.0869,-1.086945,0.2166552,-1.086945,0.2037666
8163,101.0869,94.76901,-1.086945,0.2161008,5.230988,0.2127524
8214,107.4049,107.4049,-7.404877,0.2060064,-7.404877,0.19634
8265,107.4049,101.0869,-7.404877,0.2022299,-1.086945,0.2021036
8316,107.4049,101.0869,-7.404877,0.1984534,-1.086945,0.2015493
8367,107.4049,101.0869,-7.404877,0.1946769,-1.086945,0.2009949
8418,101.0869,94.76901,-1.086945,0.2004405,5.230988,0.2099807
8469,101.0869,94.76901,-1.086945,0.1998862,5.230988,0.2126485
8520,101.0869,94.76901,-1.086945,0.1993319,5.230988,0.2153163
8571,88.45108,101.0869,11.54892,0.2178577,-1.086945,0.208444
8622,101.0869,94.76901,-1.086945,0.2046675,5.230988,0.2174298
8673,101.0869,101.0869,-1.086945,0.2041131,-1.086945,0.2105575
8724,101.0869,94.76901,-1.086945,0.2035588,5.230988,0.2195433
8775,101.0869,101.0869,-1.086945,0.2030045,-1.086945,0.212671
8826,101.0869,107.4049,-1.086945,0.2024501,-7.404877,0.2025766
8877,107.4049,107.4049,-7.404877,0.1923557,-7.404877,0.1988001
8928,94.76901,101.0869,5.230988,0.2076594,-1.086945,0.2045637
8979,101.0869,101.0869,-1.086945,0.2007871,-1.086945,0.2040093
9030,88.45108,101.0869,11.54892,0.219313,-1.086945,0.203455
9081,101.0869,94.76901,-1.086945,0.2061227,5.230988,0.2124408
9132,94.76901,94.76901,5.230988,0.2151085,5.230988,0.2151086
9183,101.0869,94.76901,-1.086945,0.2082362,5.230988,0.2177764
9234,101.0869,101.0869,-1.086945,0.2076819,-1.086945,0.2109041
9285,107.4049,94.76901,-7.404877,0.1975875,5.230988,0.2198899
9336,101.0869,94.76901,-1.086945,0.2033511,5.230988,0.2225577
9387,101.0869,101.0869,-1.086945,0.2027967,-1.086945,0.2156854
9438,107.4049,107.4049,-7.404877,0.1927023,-7.404877,0.205591
9489,94.76901,107.4049,5.230988,0.208006,-7.404877,0.2018145
9540,94.76901,101.0869,5.230988,0.2106738,-1.086945,0.2075781
9591,94.76901,107.4049,5.230988,0.2133416,-7.404877,0.1974836
9642,101.0869,101.0869,-1.086945,0.2064693,-1.086945,0.2032473
9695,97.27235,103.3519,2.727654,0.2117296,-3.351868,0.1992059
9746,94.76901,94.76901,5.230988,0.2169007,5.230988,0.2104565
9797,101.0869,94.76901,-1.086945,0.2100285,5.230988,0.2131243
9848,94.76901,94.76901,5.230988,0.2190142,5.230988,0.2157921
9899,94.76901,101.0869,5.230988,0.221682,-1.086945,0.2089199
9950,94.76901,101.0869,5.230988,0.2243498,-1.086945,0.2083655
