time,l speed,r speed,l error,l effort,r error,r effort
51,-0.0,0.0,200.0,0.302,200.0,0.302
103,43.37505,24.78574,156.625,0.34007,175.2143,0.3683257
154,101.0869,94.76901,98.91306,0.3328037,105.231,0.3520102
205,138.9946,145.3125,61.00545,0.3260088,54.68752,0.3293574
256,164.2663,164.2663,35.7337,0.3189613,35.7337,0.3286277
307,170.5842,183.2201,29.41577,0.3276454,16.77991,0.3182317
358,176.9022,189.538,23.09784,0.3331074,10.46198,0.3172493
409,195.856,189.538,4.144028,0.316267,10.46198,0.322585
460,195.856,195.856,4.144028,0.3183805,4.144028,0.3183805
511,195.856,195.856,4.144028,0.3204939,4.144028,0.3204939
562,195.856,202.1739,4.144028,0.3226074,-2.173889,0.3130673
613,202.1739,195.856,-2.173889,0.3151808,4.144028,0.3214987
664,195.856,202.1739,4.144028,0.3236122,-2.173889,0.3140721
715,195.856,195.856,4.144028,0.3257256,4.144028,0.3225034
766,202.1739,195.856,-2.173889,0.318299,4.144028,0.3246169
817,195.856,202.1739,4.144028,0.3267304,-2.173889,0.3171903
868,202.1739,202.1739,-2.173889,0.3193038,-2.173889,0.3160816
919,195.856,195.856,4.144028,0.3277352,4.144028,0.324513
970,202.1739,202.1739,-2.173889,0.3203086,-2.173889,0.3170864
1021,202.1739,202.1739,-2.173889,0.3191999,-2.173889,0.3159777
1072,208.4918,195.856,-8.491837,0.3085511,4.144028,0.3244091
1123,202.1739,202.1739,-2.173889,0.3137604,-2.173889,0.3169825
1174,202.1739,202.1739,-2.173889,0.3126517,-2.173889,0.3158738
1225,195.856,195.856,4.144028,0.3210831,4.144028,0.3243052
1276,195.856,202.1739,4.144028,0.3231965,-2.173889,0.3168785
1327,202.1739,202.1739,-2.173889,0.3157699,-2.173889,0.3157699
1378,195.856,202.1739,4.144028,0.3242013,-2.173889,0.3146612
1429,189.538,195.856,10.46198,0.3358549,4.144028,0.3230926
1480,195.856,202.1739,4.144028,0.3316504,-2.173889,0.3156659
1531,202.1739,195.856,-2.173889,0.3242238,4.144028,0.3240973
1582,195.856,202.1739,4.144028,0.3326552,-2.173889,0.3166707
1633,202.1739,195.856,-2.173889,0.3252286,4.144028,0.3251021
1684,208.4918,202.1739,-8.491837,0.3145798,-2.173889,0.3176755
1735,202.1739,202.1739,-2.173889,0.3197891,-2.173889,0.3165668
1786,208.4918,195.856,-8.491837,0.3091403,4.144028,0.3249981
1837,202.1739,202.1739,-2.173889,0.3143496,-2.173889,0.3175715
1888,195.856,202.1739,4.144028,0.322781,-2.173889,0.3164629
1939,195.856,202.1739,4.144028,0.3248944,-2.173889,0.3153542
1990,202.1739,195.856,-2.173889,0.3174678,4.144028,0.3237855
2041,189.538,202.1739,10.46198,0.3354393,-2.173889,0.3163589
2092,202.1739,195.856,-2.173889,0.3216947,4.144028,0.3247904
2143,202.1739,202.1739,-2.173889,0.3205861,-2.173889,0.3173637
2194,202.1739,202.1739,-2.173889,0.3194774,-2.173889,0.316255
2245,202.1739,202.1739,-2.173889,0.3183687,-2.173889,0.3151464
2296,202.1739,195.856,-2.173889,0.3172601,4.144028,0.3235778
2347,202.1739,202.1739,-2.173889,0.3161514,-2.173889,0.3161511
2398,202.1739,202.1739,-2.173889,0.3150427,-2.173889,0.3150424
2449,202.1739,195.856,-2.173889,0.313934,4.144028,0.3234738
2500,195.856,202.1739,4.144028,0.3223654,-2.173889,0.3160472
2551,195.856,195.856,4.144028,0.3244789,4.144028,0.3244786
2602,195.856,202.1739,4.144028,0.3265923,-2.173889,0.317052
2653,202.1739,202.1739,-2.173889,0.3191657,-2.173889,0.3159433
2704,202.1739,202.1739,-2.173889,0.318057,-2.173889,0.3148346
2755,202.1739,195.856,-2.173889,0.3169484,4.144028,0.323266
2806,202.1739,195.856,-2.173889,0.3158397,4.144028,0.3253794
2857,202.1739,202.1739,-2.173889,0.314731,-2.173889,0.3179528
2908,208.4918,202.1739,-8.491837,0.3040822,-2.173889,0.3168442
2959,195.856,202.1739,4.144028,0.3188315,-2.173889,0.3157355
3010,195.856,195.856,4.144028,0.320945,4.144028,0.3241669
3061,189.538,195.856,10.46198,0.3325986,4.144028,0.3262804
3112,202.1739,202.1739,-2.173889,0.318854,-2.173889,0.3188537
3163,195.856,202.1739,4.144028,0.3272854,-2.173889,0.3177451
3214,195.856,202.1739,4.144028,0.3293989,-2.173889,0.3166363
3265,195.856,202.1739,4.144028,0.3315123,-2.173889,0.3155277
3316,202.1739,202.1739,-2.173889,0.3240857,-2.173889,0.314419
3367,208.4918,195.856,-8.491837,0.3134369,4.144028,0.3228504
3418,202.1739,195.856,-2.173889,0.3186462,4.144028,0.3249638
3469,202.1739,195.856,-2.173889,0.3175375,4.144028,0.3270773
3520,208.4918,208.4918,-8.491837,0.3068887,-8.491837,0.3101106
3571,202.1739,195.856,-2.173889,0.312098,4.144028,0.3248599
3622,195.856,195.856,4.144028,0.3205294,4.144028,0.3269733
3673,195.856,202.1739,4.144028,0.3226429,-2.173889,0.3195467
3724,195.856,202.1739,4.144028,0.3247563,-2.173889,0.3184381
3775,202.1739,202.1739,-2.173889,0.3173297,-2.173889,0.3173294
3826,195.856,195.856,4.144028,0.325761,4.144028,0.3257608
3877,195.856,202.1739,4.144028,0.3278745,-2.173889,0.3183342
3928,202.1739,195.856,-2.173889,0.3204479,4.144028,0.3267655
3979,195.856,202.1739,4.144028,0.3288793,-2.173889,0.319339
4030,208.4918,202.1739,-8.491837,0.3119126,-2.173889,0.3182303
4081,202.1739,202.1739,-2.173889,0.3171218,-2.173889,0.3171216
4132,202.1739,202.1739,-2.173889,0.3160131,-2.173889,0.3160129
4183,195.856,195.856,4.144028,0.3244445,4.144028,0.3244443
4234,202.1739,202.1739,-2.173889,0.3170179,-2.173889,0.3170177
4285,195.856,195.856,4.144028,0.3254493,4.144028,0.325449
4336,202.1739,202.1739,-2.173889,0.3180227,-2.173889,0.3180225
4387,195.856,202.1739,4.144028,0.3264541,-2.173889,0.3169138
4438,195.856,202.1739,4.144028,0.3285676,-2.173889,0.3158051
4489,202.1739,195.856,-2.173889,0.321141,4.144028,0.3242365
4540,195.856,202.1739,4.144028,0.3295723,-2.173889,0.3168099
4591,202.1739,195.856,-2.173889,0.3221457,4.144028,0.3252413
4642,202.1739,202.1739,-2.173889,0.3210371,-2.173889,0.3178146
4693,208.4918,195.856,-8.491837,0.3103883,4.144028,0.326246
4744,202.1739,202.1739,-2.173889,0.3155975,-2.173889,0.3188194
4795,195.856,202.1739,4.144028,0.3240289,-2.173889,0.3177107
4846,195.856,195.856,4.144028,0.3261424,4.144028,0.3261421
4897,195.856,202.1739,4.144028,0.3282558,-2.173889,0.3187155
4948,202.1739,202.1739,-2.173889,0.3208292,-2.173889,0.3176068
4999,202.1739,202.1739,-2.173889,0.3197206,-2.173889,0.3164981
5050,202.1739,195.856,-2.173889,0.3186119,4.144028,0.3249295
5101,202.1739,202.1739,-2.173889,0.3175032,-2.173889,0.3175029
5152,208.4918,202.1739,-8.491837,0.3068545,-2.173889,0.3163942
5203,202.1739,195.856,-2.173889,0.3120637,4.144028,0.3248256
5254,195.856,202.1739,4.144028,0.3204951,-2.173889,0.317399
5305,195.856,195.856,4.144028,0.3226085,4.144028,0.3258303
5356,202.1739,202.1739,-2.173889,0.3151819,-2.173889,0.3184037
5407,195.856,195.856,4.144028,0.3236134,4.144028,0.3268352
5458,195.856,202.1739,4.144028,0.3257267,-2.173889,0.3194085
5509,202.1739,202.1739,-2.173889,0.3183002,-2.173889,0.3182999
5560,202.1739,195.856,-2.173889,0.3171915,4.144028,0.3267313
5611,202.1739,202.1739,-2.173889,0.3160828,-2.173889,0.3193047
5662,202.1739,195.856,-2.173889,0.3149741,4.144028,0.3277361
5713,208.4918,202.1739,-8.491837,0.3043253,-2.173889,0.3203094
5764,195.856,202.1739,4.144028,0.3190747,-2.173889,0.3192008
5815,202.1739,202.1739,-2.173889,0.3116481,-2.173889,0.3180921
5866,202.1739,202.1739,-2.173889,0.3105394,-2.173889,0.3169834
5919,194.5447,200.6242,5.455307,0.3210599,-0.6242218,0.3182023
5970,195.856,195.856,4.144028,0.321862,4.144028,0.325084
6021,195.856,202.1739,4.144028,0.3239755,-2.173889,0.3176574
6072,202.1739,195.856,-2.173889,0.3165489,4.144028,0.3260887
6123,202.1739,202.1739,-2.173889,0.3154402,-2.173889,0.3186622
6174,195.856,202.1739,4.144028,0.3238716,-2.173889,0.3175535
6225,202.1739,195.856,-2.173889,0.316445,4.144028,0.3259848
6276,202.1739,202.1739,-2.173889,0.3153363,-2.173889,0.3185582
6327,202.1739,202.1739,-2.173889,0.3142276,-2.173889,0.3174496
6378,202.1739,202.1739,-2.173889,0.3131189,-2.173889,0.3163409
6429,202.1739,195.856,-2.173889,0.3120103,4.144028,0.3247722
6480,195.856,195.856,4.144028,0.3204417,4.144028,0.3268857
6531,202.1739,202.1739,-2.173889,0.313015,-2.173889,0.3194592
6582,195.856,202.1739,4.144028,0.3214464,-2.173889,0.3183505
6633,195.856,195.856,4.144028,0.3235599,4.144028,0.3267819
6684,202.1739,202.1739,-2.173889,0.3161333,-2.173889,0.3193552
6735,202.1739,202.1739,-2.173889,0.3150246,-2.173889,0.3182466
6786,202.1739,195.856,-2.173889,0.3139159,4.144028,0.326678
6837,195.856,202.1739,4.144028,0.3223473,-2.173889,0.3192514
6888,202.1739,202.1739,-2.173889,0.3149207,-2.173889,0.3181427
6939,202.1739,195.856,-2.173889,0.313812,4.144028,0.3265741
6990,202.1739,202.1739,-2.173889,0.3127033,-2.173889,0.3191475
7041,195.856,202.1739,4.144028,0.3211347,-2.173889,0.3180388
7092,202.1739,195.856,-2.173889,0.3137081,4.144028,0.3264702
7143,202.1739,202.1739,-2.173889,0.3125994,-2.173889,0.3190436
7194,195.856,202.1739,4.144028,0.3210308,-2.173889,0.317935
7245,202.1739,195.856,-2.173889,0.3136041,4.144028,0.3263664
7296,195.856,202.1739,4.144028,0.3220356,-2.173889,0.3189397
7347,202.1739,195.856,-2.173889,0.3146089,4.144028,0.3273711
7398,195.856,202.1739,4.144028,0.3230403,-2.173889,0.3199446
7449,202.1739,202.1739,-2.173889,0.3156137,-2.173889,0.3188359
7500,202.1739,195.856,-2.173889,0.314505,4.144028,0.3272673
7551,202.1739,195.856,-2.173889,0.3133963,4.144028,0.3293808
7602,195.856,202.1739,4.144028,0.3218277,-2.173889,0.3219541
7653,202.1739,202.1739,-2.173889,0.3144011,-2.173889,0.3208455
7704,202.1739,202.1739,-2.173889,0.3132924,-2.173889,0.3197368
7755,195.856,202.1739,4.144028,0.3217238,-2.173889,0.3186281
7806,202.1739,195.856,-2.173889,0.3142972,4.144028,0.3270595
7857,195.856,202.1739,4.144028,0.3227286,-2.173889,0.3196329
7908,202.1739,202.1739,-2.173889,0.3153019,-2.173889,0.3185243
7959,202.1739,195.856,-2.173889,0.3141933,4.144028,0.3269556
8010,195.856,202.1739,4.144028,0.3226247,-2.173889,0.3195291
8061,202.1739,202.1739,-2.173889,0.3151981,-2.173889,0.3184204
8112,202.1739,195.856,-2.173889,0.3140893,4.144028,0.3268518
8163,195.856,202.1739,4.144028,0.3225207,-2.173889,0.3194252
8214,202.1739,202.1739,-2.173889,0.3150941,-2.173889,0.3183165
8265,202.1739,195.856,-2.173889,0.3139855,4.144028,0.3267479
8316,195.856,202.1739,4.144028,0.3224168,-2.173889,0.3193213
8367,202.1739,195.856,-2.173889,0.3149902,4.144028,0.3277527
8418,202.1739,195.856,-2.173889,0.3138815,4.144028,0.3298662
8469,195.856,202.1739,4.144028,0.322313,-2.173889,0.3224396
8520,202.1739,202.1739,-2.173889,0.3148863,-2.173889,0.3213309
8571,202.1739,202.1739,-2.173889,0.3137776,-2.173889,0.3202222
8622,195.856,195.856,4.144028,0.322209,4.144028,0.3286536
8673,202.1739,202.1739,-2.173889,0.3147824,-2.173889,0.321227
8724,195.856,202.1739,4.144028,0.3232138,-2.173889,0.3201183
8775,202.1739,195.856,-2.173889,0.3157872,4.144028,0.3285497
8826,202.1739,202.1739,-2.173889,0.3146785,-2.173889,0.3211231
8877,202.1739,202.1739,-2.173889,0.3135698,-2.173889,0.3200145
8928,195.856,202.1739,4.144028,0.3220012,-2.173889,0.3189058
8979,202.1739,202.1739,-2.173889,0.3145746,-2.173889,0.3177971
9030,195.856,195.856,4.144028,0.323006,4.144028,0.3262285
9081,202.1739,195.856,-2.173889,0.3155794,4.144028,0.328342
9132,202.1739,202.1739,-2.173889,0.3144707,-2.173889,0.3209153
9183,195.856,195.856,4.144028,0.322902,4.144028,0.3293467
9234,202.1739,202.1739,-2.173889,0.3154754,-2.173889,0.3219201
9285,202.1739,195.856,-2.173889,0.3143668,4.144028,0.3303515
9336,195.856,202.1739,4.144028,0.3227981,-2.173889,0.3229249
9387,202.1739,202.1739,-2.173889,0.3153715,-2.173889,0.3218163
9438,202.1739,202.1739,-2.173889,0.3142628,-2.173889,0.3207076
9489,195.856,195.856,4.144028,0.3226943,4.144028,0.329139
9540,202.1739,195.856,-2.173889,0.3152676,4.144028,0.3312525
9591,195.856,202.1739,4.144028,0.323699,-2.173889,0.3238258
9642,202.1739,202.1739,-2.173889,0.3162724,-2.173889,0.3227172
9693,202.1739,202.1739,-2.173889,0.3151637,-2.173889,0.3216085
9744,202.1739,202.1739,-2.173889,0.314055,-2.173889,0.3204998
9795,195.856,195.856,4.144028,0.3224864,4.144028,0.3289312
