time,l speed,r speed,l error,l effort,r error,r effort
3831,303.2608,322.2147,-203.2608,-15.19993,-222.2147,-16.41031
3882,303.2608,322.2147,-203.2608,-15.40725,-222.2147,-16.63697
3933,303.2608,328.5326,-203.2608,-15.61458,-228.5326,-16.88903
3984,309.5788,322.2147,-209.5788,-15.8473,-222.2147,-17.09674
4035,303.2608,315.8967,-203.2608,-16.03568,-215.8967,-17.298
4086,303.2608,322.2147,-203.2608,-16.243,-222.2147,-17.54361
4137,303.2608,322.2147,-203.2608,-16.45033,-222.2147,-17.77027
4188,303.2608,322.2147,-203.2608,-16.65766,-222.2147,-17.99693
4239,309.5788,322.2147,-209.5788,-16.89038,-222.2147,-18.22359
4290,303.2608,322.2147,-203.2608,-17.07875,-222.2147,-18.45024
4341,303.2608,322.2147,-203.2608,-17.28608,-222.2147,-18.6769
4392,303.2608,322.2147,-203.2608,-17.49341,-222.2147,-18.90356
4443,303.2608,322.2147,-203.2608,-17.70073,-222.2147,-19.13022
4494,309.5788,328.5326,-209.5788,-17.93346,-228.5326,-19.38228
4545,303.2608,315.8967,-203.2608,-18.12183,-215.8967,-19.56459
4596,303.2608,328.5326,-203.2608,-18.32915,-228.5326,-19.8356
4649,310.0556,322.2146,-210.0556,-18.5722,-222.2146,-20.05219
4700,296.9429,315.8967,-196.9429,-18.73374,-215.8967,-20.25345
4751,303.2608,322.2147,-203.2608,-18.96002,-222.2147,-20.49907
4802,303.2608,322.2147,-203.2608,-19.16735,-222.2147,-20.72572
4853,309.5788,322.2147,-209.5788,-19.40007,-222.2147,-20.95238
4904,296.9429,322.2147,-196.9429,-19.56305,-222.2147,-21.17904
4955,309.5788,322.2147,-209.5788,-19.81472,-222.2147,-21.4057
5006,303.2608,334.8505,-203.2608,-20.0031,-234.8505,-21.68316
5057,303.2608,322.2147,-203.2608,-20.21042,-222.2147,-21.87191
5108,303.2608,328.5326,-203.2608,-20.41775,-228.5326,-22.12397
5159,309.5788,322.2147,-209.5788,-20.65048,-222.2147,-22.33167
5210,303.2608,315.8967,-203.2608,-20.83885,-215.8967,-22.53294
5261,303.2608,322.2147,-203.2608,-21.04618,-222.2147,-22.77855
5312,303.2608,322.2147,-203.2608,-21.2535,-222.2147,-23.00521
5363,303.2608,322.2147,-203.2608,-21.46083,-222.2147,-23.23187
5414,309.5788,322.2147,-209.5788,-21.69355,-222.2147,-23.45853
5465,303.2608,322.2147,-203.2608,-21.88192,-222.2147,-23.68519
5516,303.2608,328.5326,-203.2608,-22.08925,-228.5326,-23.93725
5567,303.2608,315.8967,-203.2608,-22.29658,-215.8967,-24.11955
5618,309.5788,328.5326,-209.5788,-22.5293,-228.5326,-24.39057
5669,303.2608,315.8967,-203.2608,-22.71767,-215.8967,-24.57287
5720,303.2608,322.2147,-203.2608,-22.925,-222.2147,-24.81849
5771,303.2608,322.2147,-203.2608,-23.13233,-222.2147,-25.04515
5822,309.5788,322.2147,-209.5788,-23.36505,-222.2147,-25.27181
5873,303.2608,322.2147,-203.2608,-23.55342,-222.2147,-25.49847
5924,303.2608,322.2147,-203.2608,-23.76075,-222.2147,-25.72513
5975,309.5788,322.2147,-209.5788,-23.99347,-222.2147,-25.95179
6026,303.2608,322.2147,-203.2608,-24.18184,-222.2147,-26.17845
6077,303.2608,328.5326,-203.2608,-24.38917,-228.5326,-26.43051
6128,303.2608,322.2147,-203.2608,-24.5965,-222.2147,-26.63821
6179,309.5788,322.2147,-209.5788,-24.82922,-222.2147,-26.86487
6230,303.2608,322.2147,-203.2608,-25.0176,-222.2147,-27.09153
6281,303.2608,315.8967,-203.2608,-25.22492,-215.8967,-27.29279
6332,303.2608,328.5326,-203.2608,-25.43225,-228.5326,-27.5638
6383,303.2608,315.8967,-203.2608,-25.63958,-215.8967,-27.74611
6434,309.5788,322.2147,-209.5788,-25.8723,-222.2147,-27.99172
6485,303.2608,322.2147,-203.2608,-26.06067,-222.2147,-28.21838
6536,303.2608,322.2147,-203.2608,-26.268,-222.2147,-28.44504
6587,303.2608,322.2147,-203.2608,-26.47532,-222.2147,-28.6717
6638,309.5788,322.2147,-209.5788,-26.70805,-222.2147,-28.89836
6689,303.2608,322.2147,-203.2608,-26.89642,-222.2147,-29.12502
6740,303.2608,328.5326,-203.2608,-27.10375,-228.5326,-29.37708
6791,309.5788,322.2147,-209.5788,-27.33647,-222.2147,-29.58479
6842,303.2608,322.2147,-203.2608,-27.52484,-222.2147,-29.81145
6893,303.2608,322.2147,-203.2608,-27.73217,-222.2147,-30.03811
6944,303.2608,315.8967,-203.2608,-27.9395,-215.8967,-30.23937
6995,309.5788,322.2147,-209.5788,-28.17222,-222.2147,-30.48498
7046,296.9429,322.2147,-196.9429,-28.33519,-222.2147,-30.71164
7097,309.5788,322.2147,-209.5788,-28.58687,-222.2147,-30.9383
7148,303.2608,322.2147,-203.2608,-28.77524,-222.2147,-31.16496
7199,303.2608,322.2147,-203.2608,-28.98257,-222.2147,-31.39162
7250,303.2608,322.2147,-203.2608,-29.1899,-222.2147,-31.61828
7301,303.2608,322.2147,-203.2608,-29.39722,-222.2147,-31.84494
7352,303.2608,322.2147,-203.2608,-29.60455,-222.2147,-32.07161
7403,303.2608,322.2147,-203.2608,-29.81188,-222.2147,-32.29826
7454,303.2608,328.5326,-203.2608,-30.0192,-228.5326,-32.55032
7505,309.5788,315.8967,-209.5788,-30.25193,-215.8967,-32.73263
7556,303.2608,322.2147,-203.2608,-30.4403,-222.2147,-32.97824
7608,309.8217,328.4111,-209.8217,-30.6782,-228.4111,-33.23438
7659,303.2608,315.8967,-203.2608,-30.86584,-215.8967,-33.41705
7710,303.2608,322.2147,-203.2608,-31.07317,-222.2147,-33.66267
7761,303.2608,322.2147,-203.2608,-31.28049,-222.2147,-33.88932
7812,309.5788,322.2147,-209.5788,-31.51322,-222.2147,-34.11599
7863,303.2608,322.2147,-203.2608,-31.70159,-222.2147,-34.34264
7914,303.2608,322.2147,-203.2608,-31.90892,-222.2147,-34.56931
7965,303.2608,322.2147,-203.2608,-32.11625,-222.2147,-34.79597
8016,309.5788,328.5326,-209.5788,-32.34897,-228.5326,-35.04802
8067,303.2608,315.8967,-203.2608,-32.53734,-215.8967,-35.23033
8118,303.2608,328.5326,-203.2608,-32.74467,-228.5326,-35.50134
8169,303.2608,315.8967,-203.2608,-32.952,-215.8967,-35.68365
8220,303.2608,322.2147,-203.2608,-33.15932,-222.2147,-35.92926
8271,303.2608,322.2147,-203.2608,-33.36665,-222.2147,-36.15592
8322,303.2608,322.2147,-203.2608,-33.57397,-222.2147,-36.38258
8373,303.2608,322.2147,-203.2608,-33.7813,-222.2147,-36.60924
8424,303.2608,322.2147,-203.2608,-33.98863,-222.2147,-36.8359
8475,303.2608,322.2147,-203.2608,-34.19595,-222.2147,-37.06256
8526,303.2608,322.2147,-203.2608,-34.40328,-222.2147,-37.28922
8577,309.5788,328.5326,-209.5788,-34.636,-228.5326,-37.54128
8628,303.2608,322.2147,-203.2608,-34.82438,-222.2147,-37.74899
8679,303.2608,315.8967,-203.2608,-35.0317,-215.8967,-37.95024
8730,303.2608,322.2147,-203.2608,-35.23903,-222.2147,-38.19586
8781,303.2608,322.2147,-203.2608,-35.44636,-222.2147,-38.42252
8832,303.2608,322.2147,-203.2608,-35.65368,-222.2147,-38.64918
8883,309.5788,322.2147,-209.5788,-35.88641,-222.2147,-38.87584
8934,303.2608,322.2147,-203.2608,-36.07478,-222.2147,-39.1025
8985,303.2608,322.2147,-203.2608,-36.28211,-222.2147,-39.32916
9036,309.5788,322.2147,-209.5788,-36.51483,-222.2147,-39.55582
9087,303.2608,322.2147,-203.2608,-36.7032,-222.2147,-39.78248
9138,303.2608,328.5326,-203.2608,-36.91053,-228.5326,-40.03453
9189,303.2608,315.8967,-203.2608,-37.11786,-215.8967,-40.21684
9240,303.2608,322.2147,-203.2608,-37.32518,-222.2147,-40.46246
9291,303.2608,322.2147,-203.2608,-37.53251,-222.2147,-40.68912
9342,303.2608,322.2147,-203.2608,-37.73984,-222.2147,-40.91578
9393,303.2608,322.2147,-203.2608,-37.94716,-222.2147,-41.14244
9444,309.5788,322.2147,-209.5788,-38.17988,-222.2147,-41.3691
9495,303.2608,322.2147,-203.2608,-38.36826,-222.2147,-41.59576
9546,303.2608,322.2147,-203.2608,-38.57558,-222.2147,-41.82242
9597,303.2608,322.2147,-203.2608,-38.78291,-222.2147,-42.04908
9648,303.2608,322.2147,-203.2608,-38.99024,-222.2147,-42.27574
9699,303.2608,322.2147,-203.2608,-39.19757,-222.2147,-42.5024
9750,303.2608,322.2147,-203.2608,-39.40489,-222.2147,-42.72906
9801,303.2608,322.2147,-203.2608,-39.61222,-222.2147,-42.95572
9852,303.2608,322.2147,-203.2608,-39.81955,-222.2147,-43.18238
9903,303.2608,322.2147,-203.2608,-40.02687,-222.2147,-43.40904
9954,309.5788,328.5326,-209.5788,-40.25959,-228.5326,-43.6611
