time,l speed,r speed,l error,l effort,r error,r effort
51,-6.317934,6.317934,106.3179,0.1063179,93.68207,0.09368208
102,-0.0,0.0,100.0,0.1,100.0,0.1
153,-0.0,6.317934,100.0,0.1,93.68207,0.09368208
204,6.317934,6.317934,93.68207,0.09368208,93.68207,0.09368208
255,-0.0,0.0,100.0,0.1,100.0,0.1
306,-0.0,0.0,100.0,0.1,100.0,0.1
357,12.63587,0.0,87.36414,0.08736414,100.0,0.1
408,6.317934,0.0,93.68207,0.09368208,100.0,0.1
459,6.317934,0.0,93.68207,0.09368208,100.0,0.1
510,6.317934,0.0,93.68207,0.09368208,100.0,0.1
561,6.317934,0.0,93.68207,0.09368208,100.0,0.1
612,6.317934,0.0,93.68207,0.09368208,100.0,0.1
663,6.317934,0.0,93.68207,0.09368208,100.0,0.1
714,12.63587,0.0,87.36414,0.08736414,100.0,0.1
765,-0.0,0.0,100.0,0.1,100.0,0.1
816,12.63587,0.0,87.36414,0.08736414,100.0,0.1
867,6.317934,0.0,93.68207,0.09368208,100.0,0.1
918,6.317934,0.0,93.68207,0.09368208,100.0,0.1
969,-0.0,0.0,100.0,0.1,100.0,0.1
1020,12.63587,0.0,87.36414,0.08736414,100.0,0.1
1071,6.317934,0.0,93.68207,0.09368208,100.0,0.1
1122,6.317934,0.0,93.68207,0.09368208,100.0,0.1
1173,6.317934,0.0,93.68207,0.09368208,100.0,0.1
1224,6.317934,0.0,93.68207,0.09368208,100.0,0.1
1275,12.63587,0.0,87.36414,0.08736414,100.0,0.1
1326,-0.0,0.0,100.0,0.1,100.0,0.1
1377,12.63587,0.0,87.36414,0.08736414,100.0,0.1
1428,6.317934,0.0,93.68207,0.09368208,100.0,0.1
1479,6.317934,0.0,93.68207,0.09368208,100.0,0.1
1530,6.317934,0.0,93.68207,0.09368208,100.0,0.1
1581,6.317934,0.0,93.68207,0.09368208,100.0,0.1
1632,6.317934,0.0,93.68207,0.09368208,100.0,0.1
1683,6.317934,0.0,93.68207,0.09368208,100.0,0.1
1734,12.63587,0.0,87.36414,0.08736414,100.0,0.1
1785,-0.0,0.0,100.0,0.1,100.0,0.1
1836,12.63587,0.0,87.36414,0.08736414,100.0,0.1
1887,6.317934,0.0,93.68207,0.09368208,100.0,0.1
1938,6.317934,0.0,93.68207,0.09368208,100.0,0.1
1989,6.317934,0.0,93.68207,0.09368208,100.0,0.1
