time,l speed,r speed,l error,l effort,r error,r effort
3990,473.8451,492.7989,-373.8451,-13.86721,-392.7989,-14.71748
4041,480.163,499.1168,-380.163,-14.06741,-399.1168,-14.92735
4092,461.2092,486.481,-361.2092,-14.23267,-386.481,-15.11182
4143,473.8451,492.7989,-373.8451,-14.43597,-392.7989,-15.31846
4194,473.8451,492.7989,-373.8451,-14.62663,-392.7989,-15.51879
4245,461.2092,492.7989,-361.2092,-14.79821,-392.7989,-15.71911
4296,461.2092,499.1168,-361.2092,-14.98242,-399.1168,-15.92898
4347,467.5271,499.1168,-367.5271,-15.17618,-399.1168,-16.13253
4400,462.0437,486.3618,-362.0437,-15.36258,-386.3618,-16.32455
4451,454.8913,492.7989,-354.8913,-15.53642,-392.7989,-16.53131
4502,454.8913,505.4348,-354.8913,-15.71742,-405.4348,-16.75072
4553,461.2092,492.7989,-361.2092,-15.90795,-392.7989,-16.93841
4604,461.2092,499.1168,-361.2092,-16.09217,-399.1168,-17.14828
4655,454.8913,499.1168,-354.8913,-16.26685,-399.1168,-17.35183
4706,461.2092,499.1168,-361.2092,-16.45738,-399.1168,-17.55538
4758,470.9291,501.9113,-370.9291,-16.65998,-401.9113,-17.76717
4809,467.5271,492.7989,-367.5271,-16.84402,-392.7989,-17.95838
4860,454.8913,492.7989,-354.8913,-17.01238,-392.7989,-18.15871
4911,467.5271,499.1168,-367.5271,-17.21245,-399.1168,-18.36858
4962,461.2092,499.1168,-361.2092,-17.39035,-399.1168,-18.57213
5013,454.8913,499.1168,-354.8913,-17.56503,-399.1168,-18.77568
5064,448.5733,499.1168,-348.5733,-17.73648,-399.1168,-18.97923
5116,446.1433,501.9113,-346.1433,-17.91405,-401.9113,-19.19102
5167,448.5733,505.4348,-348.5733,-18.09425,-405.4348,-19.40131
5218,448.5733,499.1168,-348.5733,-18.27202,-399.1168,-19.59854
5269,448.5733,511.7527,-348.5733,-18.4498,-411.7527,-19.82117
5320,442.2554,499.1168,-342.2554,-18.61803,-399.1168,-20.01208
