time,l speed,r speed,l error,l effort,r error,r effort
4642,303.2608,296.9429,-3.260834,0.6088304,3.057098,0.5700382
4693,303.2608,296.9429,-3.260834,0.6071673,3.057098,0.5715973
4744,303.2608,296.9429,-3.260834,0.6055043,3.057098,0.5731564
4795,290.625,303.2608,9.375031,0.6229215,-3.260834,0.5651754
4846,303.2608,296.9429,-3.260834,0.6086226,3.057098,0.5730525
4897,309.5788,284.307,-9.578766,0.5974195,15.69296,0.5936918
4948,309.5788,290.625,-9.578766,0.5925343,9.375031,0.5921551
4999,303.2608,290.625,-3.260834,0.5971892,9.375031,0.5969363
5050,290.625,290.625,9.375031,0.6146063,9.375031,0.6017177
5101,290.625,303.2608,9.375031,0.6193876,-3.260834,0.5874187
5152,290.625,303.2608,9.375031,0.6241689,-3.260834,0.5857557
5203,296.9429,296.9429,3.057098,0.61941,3.057098,0.5936327
5254,296.9429,309.5788,3.057098,0.6209692,-9.578766,0.5761117
5305,303.2608,303.2608,-3.260834,0.6129882,-3.260834,0.5807666
5356,303.2608,303.2608,-3.260834,0.6113252,-3.260834,0.5791036
5407,296.9429,303.2608,3.057098,0.6192022,-3.260834,0.5774405
5458,303.2608,296.9429,-3.260834,0.6112213,3.057098,0.5853177
5509,315.8967,290.625,-15.8967,0.5904781,9.375031,0.5964169
5560,322.2147,284.307,-22.21466,0.5728307,15.69296,0.6107382
5611,315.8967,290.625,-15.8967,0.5710413,9.375031,0.6092015
5662,303.2608,290.625,-3.260834,0.5820142,9.375031,0.6139828
5713,290.625,303.2608,9.375031,0.5994313,-3.260834,0.5996839
5764,303.2608,296.9429,-3.260834,0.5851324,3.057098,0.607561
5815,303.2608,290.625,-3.260834,0.5834694,9.375031,0.6186602
5866,315.8967,290.625,-15.8967,0.5627263,9.375031,0.6234414
5917,322.2147,290.625,-22.21466,0.5450788,9.375031,0.6282227
5968,322.2147,290.625,-22.21466,0.5337494,9.375031,0.633004
6019,309.5788,296.9429,-9.578766,0.5415001,3.057098,0.6282451
6070,309.5788,290.625,-9.578766,0.5366149,9.375031,0.6393443
6121,315.8967,296.9429,-15.8967,0.5221897,3.057098,0.6345855
6172,309.5788,296.9429,-9.578766,0.5236225,3.057098,0.6361446
6223,303.2608,303.2608,-3.260834,0.5282773,-3.260834,0.6281636
6276,297.8965,297.8965,2.103455,0.5347565,2.103455,0.6346428
6327,296.9429,303.2608,3.057098,0.5372692,-3.260834,0.6276155
6378,296.9429,303.2608,3.057098,0.5388284,-3.260834,0.6259524
6429,303.2608,303.2608,-3.260834,0.5308474,-3.260834,0.6242894
6480,303.2608,303.2608,-3.260834,0.5291843,-3.260834,0.6226264
6531,303.2608,296.9429,-3.260834,0.5275213,3.057098,0.6305035
6582,296.9429,296.9429,3.057098,0.5353984,3.057098,0.6320625
6633,296.9429,290.625,3.057098,0.5369575,9.375031,0.6431618
6684,296.9429,290.625,3.057098,0.5385166,9.375031,0.647943
6735,296.9429,296.9429,3.057098,0.5400757,3.057098,0.6431842
6786,303.2608,303.2608,-3.260834,0.5320947,-3.260834,0.6352033
6837,303.2608,296.9429,-3.260834,0.5304317,3.057098,0.6430803
6888,296.9429,296.9429,3.057098,0.5383088,3.057098,0.6446394
6939,290.625,296.9429,9.375031,0.549408,3.057098,0.6461986
6990,284.307,309.5788,15.69296,0.5637293,-9.578766,0.6286776
7041,290.625,309.5788,9.375031,0.5621927,-9.578766,0.6237924
7092,290.625,315.8967,9.375031,0.5669739,-15.8967,0.6093671
7143,284.307,315.8967,15.69296,0.5812953,-15.8967,0.6012598
7194,284.307,322.2147,15.69296,0.5892987,-22.21466,0.5836124
7245,290.625,315.8967,9.375031,0.5877621,-15.8967,0.5818231
7296,271.6712,322.2147,28.32883,0.6211636,-22.21466,0.5641757
7347,277.9891,322.2147,22.01089,0.6260712,-22.21466,0.5528462
7398,296.9429,296.9429,3.057098,0.6086765,3.057098,0.5796771
7449,303.2608,290.625,-3.260834,0.6006955,9.375031,0.5907763
7500,290.625,290.625,9.375031,0.6181127,9.375031,0.5955575
7551,296.9429,296.9429,3.057098,0.6133538,3.057098,0.5907987
7602,290.625,309.5788,9.375031,0.624453,-9.578766,0.5732777
7653,284.307,309.5788,15.69296,0.6387744,-9.578766,0.5683925
7704,303.2608,309.5788,-3.260834,0.6181576,-9.578766,0.5635073
7755,303.2608,303.2608,-3.260834,0.6164946,-3.260834,0.5681622
7806,303.2608,309.5788,-3.260834,0.6148315,-9.578766,0.5569591
7857,303.2608,303.2608,-3.260834,0.6131685,-3.260834,0.561614
7908,296.9429,303.2608,3.057098,0.6210456,-3.260834,0.5599509
7959,296.9429,309.5788,3.057098,0.6226047,-9.578766,0.5487479
8010,303.2608,309.5788,-3.260834,0.6146236,-9.578766,0.5438627
8061,303.2608,303.2608,-3.260834,0.6129607,-3.260834,0.5485176
8112,290.625,303.2608,9.375031,0.6303778,-3.260834,0.5468545
8163,303.2608,303.2608,-3.260834,0.6160789,-3.260834,0.5451915
8214,296.9429,296.9429,3.057098,0.623956,3.057098,0.5530686
8265,296.9429,303.2608,3.057098,0.6255151,-3.260834,0.5450876
8316,296.9429,303.2608,3.057098,0.6270742,-3.260834,0.5434246
8367,303.2608,303.2608,-3.260834,0.6190932,-3.260834,0.5417616
8418,309.5788,296.9429,-9.578766,0.6078901,3.057098,0.5496387
8469,303.2608,303.2608,-3.260834,0.612545,-3.260834,0.5416577
8520,309.5788,296.9429,-9.578766,0.601342,3.057098,0.5495348
8571,290.625,296.9429,9.375031,0.625077,3.057098,0.5510939
8622,296.9429,303.2608,3.057098,0.6203182,-3.260834,0.5431129
8673,290.625,296.9429,9.375031,0.6314174,3.057098,0.55099
8724,303.2608,290.625,-3.260834,0.6171185,9.375031,0.5620892
8775,296.9429,290.625,3.057098,0.6249955,9.375031,0.5668704
8826,296.9429,296.9429,3.057098,0.6265547,3.057098,0.5621116
8877,290.625,290.625,9.375031,0.6376538,9.375031,0.5732108
8928,290.625,290.625,9.375031,0.6424351,9.375031,0.577992
8979,296.9429,296.9429,3.057098,0.6376763,3.057098,0.5732332
9030,296.9429,290.625,3.057098,0.6392354,9.375031,0.5843324
9081,309.5788,290.625,-9.578766,0.6217144,9.375031,0.5891137
9132,303.2608,290.625,-3.260834,0.6263692,9.375031,0.593895
9183,309.5788,290.625,-9.578766,0.6151661,9.375031,0.5986762
9234,284.307,290.625,15.69296,0.6484413,9.375031,0.6034575
9285,303.2608,290.625,-3.260834,0.6278244,9.375031,0.6082387
9336,309.5788,290.625,-9.578766,0.6166214,9.375031,0.61302
9387,309.5788,290.625,-9.578766,0.6117362,9.375031,0.6178012
9438,303.2608,296.9429,-3.260834,0.6163911,3.057098,0.6130424
9489,296.9429,303.2608,3.057098,0.6242682,-3.260834,0.6050615
9540,290.625,309.5788,9.375031,0.6353673,-9.578766,0.5938583
9591,290.625,309.5788,9.375031,0.6401486,-9.578766,0.5889732
9642,303.2608,303.2608,-3.260834,0.6258497,-3.260834,0.5936281
9693,296.9429,303.2608,3.057098,0.6337268,-3.260834,0.5919651
9744,309.5788,303.2608,-9.578766,0.6162057,-3.260834,0.590302
9795,303.2608,290.625,-3.260834,0.6208606,9.375031,0.6077192
9846,309.5788,290.625,-9.578766,0.6096575,9.375031,0.6125005
9897,315.8967,284.307,-15.8967,0.5952323,15.69296,0.6268218
9948,328.5326,284.307,-28.53259,0.5680448,15.69296,0.6348252
9999,322.2147,271.6712,-22.21466,0.5630333,28.32883,0.6619089
