time,l speed,r speed,l error,l effort,r error,r effort
51,6.317934,0.0,93.68207,0.9368207,100.0,1.0
102,75.81521,56.86141,24.18479,0.2418479,43.13859,0.4313859
153,271.6712,252.7174,-171.6712,-1.716712,-152.7174,-1.527174
204,391.7119,391.7119,-291.7119,-2.917119,-291.7119,-2.917119
255,480.163,486.481,-380.163,-3.80163,-386.481,-3.86481
306,543.3423,555.9782,-443.3423,-4.433424,-455.9782,-4.559782
357,581.2499,600.2038,-481.2499,-4.812499,-500.2038,-5.002038
408,619.1575,631.7934,-519.1575,-5.191575,-531.7934,-5.317934
459,638.1113,650.7472,-538.1113,-5.381113,-550.7472,-5.507472
510,663.3831,669.701,-563.3831,-5.633831,-569.701,-5.69701
561,669.701,682.3369,-569.701,-5.69701,-582.3369,-5.823369
612,676.019,694.9728,-576.019,-5.76019,-594.9728,-5.949728
663,688.6548,701.2906,-588.6548,-5.886549,-601.2906,-6.012907
714,694.9728,701.2906,-594.9728,-5.949728,-601.2906,-6.012907
765,694.9728,707.6086,-594.9728,-5.949728,-607.6086,-6.076087
816,701.2906,707.6086,-601.2906,-6.012907,-607.6086,-6.076087
867,701.2906,713.9266,-601.2906,-6.012907,-613.9266,-6.139266
918,701.2906,713.9266,-601.2906,-6.012907,-613.9266,-6.139266
969,707.6086,720.2445,-607.6086,-6.076087,-620.2445,-6.202445
1020,701.2906,713.9266,-601.2906,-6.012907,-613.9266,-6.139266
1071,707.6086,713.9266,-607.6086,-6.076087,-613.9266,-6.139266
1122,713.9266,720.2445,-613.9266,-6.139266,-620.2445,-6.202445
1173,707.6086,720.2445,-607.6086,-6.076087,-620.2445,-6.202445
1224,707.6086,720.2445,-607.6086,-6.076087,-620.2445,-6.202445
1275,713.9266,720.2445,-613.9266,-6.139266,-620.2445,-6.202445
1326,707.6086,720.2445,-607.6086,-6.076087,-620.2445,-6.202445
1377,713.9266,720.2445,-613.9266,-6.139266,-620.2445,-6.202445
1428,707.6086,720.2445,-607.6086,-6.076087,-620.2445,-6.202445
1479,713.9266,720.2445,-613.9266,-6.139266,-620.2445,-6.202445
1530,707.6086,720.2445,-607.6086,-6.076087,-620.2445,-6.202445
1581,713.9266,726.5624,-613.9266,-6.139266,-626.5624,-6.265624
1632,713.9266,720.2445,-613.9266,-6.139266,-620.2445,-6.202445
1683,713.9266,726.5624,-613.9266,-6.139266,-626.5624,-6.265624
1734,713.9266,726.5624,-613.9266,-6.139266,-626.5624,-6.265624
1785,707.6086,726.5624,-607.6086,-6.076087,-626.5624,-6.265624
1836,713.9266,720.2445,-613.9266,-6.139266,-620.2445,-6.202445
1887,713.9266,726.5624,-613.9266,-6.139266,-626.5624,-6.265624
1938,713.9266,726.5624,-613.9266,-6.139266,-626.5624,-6.265624
1989,713.9266,726.5624,-613.9266,-6.139266,-626.5624,-6.265624
